29	44	104	11	172	700	124	679	246.3768116	0	42	40	16	298	323	19	0	16	231	318	228	120	216	553
331	216	163	144	232	340	309	20	1328.985507	0	5	5	170	199	64	312	0	257	2	5	1520	406	184	1200
13	86	126	8	33	23.333	26	8	443.4782609	0	1	8	16	146	7	77	10	164	0	3	128	6	46	70
4	9	15	5	13	0	17	1	171.0144928	0	0	5	10.1	22	20	71	2	52	0	2	499	22	55	700
11	83	328	2643	1027	933.333	983	635	20	3000	3	241	2	692	314	113	2	21	1	80	21	62	346	5
0.2	2.1	7	0.4	0.6	70	1.1	75	2.898550725	0	0.25	0.07	0.18	14.2	1.11	0.2	0	0.09	0	0.2	13.7	1.88	9.58	48.8
9.9	14.1	0.8	74.8	0.6	0	11.6	0	0	0	0	30	0	0	0	55	0	9.3	0	0	0	0	0	0.5
0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
